Region,Persons per Sq. Km
BIRBIRIET,384
KAPOLET,241
MICHAI,384
MICHAI,339
MAKINDU,435
SITATUNGA,494
SITATUNGA,494
SINYERERE,474
SINYERERE,475
KIPSAINA,472
CHERANGANY,311
CHERANGANY,334
KACHIBORA,468
NZOIA,253
CHEPSIRO,298
KIBUSWA,272
KAPSIGILAI,339
SUWERWA,292
KAPTERIT,312
KAPTUMBO,321
KAPKARWA,235
MILIMANI,284
MILIMANI,239
KIPTOI,395
KIPTOROR,352
TOP SUWERWA,372
GETA,339
KWANZA,438
KWANZA,438
KWANZA,457
KWANZA,485
KEIYO,407
KAPSITWET,461
KAPSITWET,261
LIYAVO,763
KAPOMBOI,305
KAPOMBOI,252
KAPKOI,286
KOLONGOLO,379
KOBOS,338
BIDII,"1,129"
BIDII,"1,129"
KAISAGAT,331
KAISAGAT,234
AMUKA,347
KARAUS,610
NAMANJALALA,"1,618"
NAMANJALALA,"1,618"
ENDEBESS,165
ENDEBESS,165
ENDEBESS,124
ENDEBESS,153
CHORLIM,107
KAIBEI,261
MATUMBEI,232
MUBERE,300
CHEPCHOINA,145
KAPTEGA,75
KIPTOGOT,182
TWIGA,391
KIMININI,662
KIMININI,620
SIKHENDU,531
SIKHENDU,531
BARATON,604
BARATON,604
MATUNDA,731
MATUNDA,731
WEONIA,574
WEONIA,574
KIMININI,671
KIMININI,918
NABISWA,510
WAITALUK,709
MABONDE,652
MABONDE,652
WAITALUK,454
KAPKOI SISAL,454
SIRENDE,737
SIRENDE,737
KIBOMET,"1,101"
NAISAMBU,"1,101"
MILIMANI,"1,221"
MILIMANI,"1,221"
UASIN GISHU,342
AINABKOI,286
AINABKOI,303
AINABKOI,121
KAPSENGWET,121
NDANAI,120
CHEPKERO,240
CHEPKERO,158
KAPSUNDEI,371
CHEPNGOROR,250
CHEPNGOROR,176
KOILUGET,358
TINGWA,195
KAPNGETUNY,101
KAPNGETUNY,111
SILIBOI,87
KAPSOYA,"1,236"
KAPSOYA,"1,236"
KAPTAGAT,231
LOTONYOK,297
TENDWO,168
KIPKABUS,173
KAPLELACH,187
SONGICH,145
TILOL,175
KIPSINENDE,190
CHEPTIGIT,297
KIPSINENDE,129
KONGASIS,173
OLARE,290
BURNT FOREST,592
KAPKENO,227
PLATEAU,249
CHEPKONGONY,300
CHESOGOR,181
AINABKOI FOREST,2
AINABKOI FOREST,2
AINABKOI FOREST,2
KAPSERET,663
KAPSERET,663
KAPSERET,285
CHEPKATET,261
LEMOOK,314
NGERIA,232
KABONGO,269
KAPLELACH,193
PIONEER,"2,815"
LANGAS,"2,815"
SIMAT,392
SIMAT,392
KESSES,199
KESSES,288
CHEPTIRET,316
CHEPTIRET,310
MUGUNDOI,324
CHUIYAT,268
KOISAGAT,268
KAPKOI,159
EMKWEN,140
KAPTUMO,182
KESSES,328
KESSES,328
KIPCHAMO,349
LENGUT,169
SAROIYOT,457
MEGUN,195
MEGUN,175
NDUBENETI,175
SONGOLIET,254
OLLEINGUSE,379
LAINGUSE,379
TARAKWA,243
LINGWAI,248
TARAKWA,240
TIMBOROA,437
CHEGAIYA,454
KIPKURERE,419
TULWET,232
TULWET,232
LORENGE FOREST,
LORENGE FOREST,
LORENGE FOREST,
MOIBEN,236
MOIBEN,236
CHEPKOILEL,"3,192"
KIMUMU,"2,089"
SIGOT,"4,463"
KAPLOLO,195
CHEPLASKEI,138
USWO,202
KAPLOLO,301
KARUNA,106
KAPSUBERE,88
SOSIO,116
KIMONING,195
CHEBURBUR,296
KAMAUA,182
KIMONING,137
KOITOROR,201
KAPTUKTUK,249
TUIYOLUK,167
MEIBEKI,116
KAPSILIOT,124
MEIBEKI,113
MOIBEN,143
MOIBEN,135
TOLOITA,155
MUMETET,198
MEREWET,228
TOROCHMOI,173
SERGOIT,141
CHEPKOILEL,133
KELJI,119
SERGOIT,183
TEMBELIO,239
ELGEYO BORDER,257
KAPKEI,206
SOY,343
SOY,343
BARSOMBE,321
BARSOMBE,321
KAPSANG,179
KAPSANG,179
KIBULGENY,"1,232"
KAMUKUNJI,"1,232"
KIPSOMBA,211
KIPSOMBA,175
MOBET,307
KOISAGAT,226
KOISAGAT,275
LOLKINYEI,204
KONGASIS,151
KONGASIS,151
KUINET,353
KUINET,353
MATUNDA,645
KAPKURES,568
MATUNDA,749
MOI'S BRIDGE,601
JABALI,449
MOI'S BRIDGE,783
SEGERO,355
KAPNGETUNY,447
SEGERO,298
SIRIKWA,298
LEGEBET,385
SIRIKWA,255
SOY,332
SINONIN,212
SOY,432
ZIWA,348
KEROTET,335
ZIWA,364
TURBO,620
TURBO,620
CHEPSAITA,417
CHEPSAITA,417
KAMAGUT,548
SAMBUT,548
KAPTEBEE,328
KAPTEBEE,328
KAPYEMIT,"4,901"
HURUMA,"8,728"
KAPSAOS,"3,263"
KIBULGENY,"3,616"
KILIMANI,"3,616"
KIPLOMBE,253
KIPLOMBE,253
LESERU,334
CHEMALAL,388
LESERU,294
NGENYILEL,406
MURGUSI,377
OSORONGAI,420
SOSIANI,202
SOSIANI,202
SUGOI,303
KAPKONG,265
KOSACHEI,357
TAPSAGOI,387
TAPSAGOI,292
TURBO,541
ELGEYO/MARAKWET,150
KEIYO NORTH,183
KAMARINY,266
CHEBAROR,465
CHEBOKOKWA,432
KAPKESSUM,255
MINDILILWO,838
IRONG,711
ITEN TOWNSHIP,"2,040"
KATALEL,398
KIPTABUS,542
KAMOGICH,104
ANIN,82
KESSUP,200
RIMOI,97
SIROCH,69
SERGOIT,309
CHESITEK,411
KAPLAMAI,288
SERGOIT,259
KAPCHEMUTWA,110
KAMOI,217
KAPKONGA,213
SINGORE,224
KAPCHEMUTWA,137
BUGAR,601
KAPKATUI,252
KENDUR,69
KORKITONY,81
KEU,40
CHEGILET,42
CHEPTARIT,44
KABULWO,89
KAMOINGON,14
KOKWAO,231
EMSOO,223
KAPCHELAL,197
KAPTUM,308
KIBENDO,177
NYALIL,345
TAMBACH,199
KIPTUILONG,132
KAPTERIK,159
KIPKA,125
SETEK,114
MUTEI,296
CHELINGWA,295
KAPKOI,371
KAPTEREN,213
KIPSOEN,358
KEIYO SOUTH,134
CHEPKORIO,169
KABIEMIT,134
CHEBOEN,139
KABIEMIT,150
KAPCHEBELEL,101
KAPKOMA,180
KAPTARAKWA,110
KAPTAGAT,42
KAPTARAKWA,287
MOKWO,185
KITANY,149
CHEBIOR,85
KITANY,330
MARICHOR,218
CHEPKORIO,191
CHEROTA,364
FLAX,143
KAMELIL,430
LELBOINET,311
SAMICH,264
MOSOP,123
KAPKENDA,338
KIPTULOS,41
NYARU,328
KAPCHEPTEK,272
KIPSAINA,457
MWEN,500
METKEI,180
KAMWOSOR,284
KAMWOSOR,435
KAPCHORWA,249
KIMAMET,314
KIPTENGWER,148
KOMBATICH,259
KAPKWONI,264
CHEBOGE,232
KIPSAOS,300
KOCHOLWO,121
ENEGO,111
KAPKOSOM,101
KOCHOLWO,97
MOLOL,180
SALAWA,206
MAOI,203
KAPKITONY,312
KETIGOI,146
KIPKOMWO,174
METKEI,181
KABRIRSUS,145
TUGUMOI,229
TUMEIYO,189
CHEPKOSOM,258
CHEPKURMUM,140
TAMBUL,189
TUMEIYO,211
SOY,85
CHEMOIBON,56
CHEPSIREI,43
KOIMUR,42
TUMEIYO,82
CHEPSIGOT,146
CHEBINYINY,87
KABITO,244
EPKE,85
CHEPSIGOT,80
EPKE,102
KIBARGOI,83
CHANGACH,94
CHEPTEBO,82
EMSEA,83
ROKOCHO,76
SOY,101
CHOP,145
KAPSOGOM,60
MOROP,92
MUSKUT,61
SEGO,121
TURESIA,211
MARAKWET EAST,114
CHESONGOCH,135
CHEMWONYO,156
KOMBASES,98
LUKUGET,256
KIBAIMWA,202
CHESETAN,78
CHUGOR,686
RATIA,758
KIPTUMBUR,119
KIPYEBO,81
KUMBULUL,266
MON,85
KAPTORA,107
MOGIL,75
MURKUTWO,139
ENOU,198
KISOKA,134
MACHAMBER,233
MURUBER,52
ROCHO,165
KAPYEGO,261
KAPTICH,296
CHEPTOBOT,300
KAMASIA,336
SEGUT,271
KAPYEGO,232
KAPYEGO,358
KESSOM,493
TENDERWA,153
KARARIA,290
KARARIA,290
TIRAP,313
EMBOBUT,312
ENDUL,370
MARON,257
EMBOLOT,237
KAITAMOI,290
KOROU,227
MUMOL,212
KIPCHUMWA,234
WEWO,350
KIPCHUMWA,183
KIPKANER,357
CHESIYO,255
KIMUREN,399
TUTURUNG,476
KOIBATEK,346
MAINA,283
METIPSOO,285
NYIRAR,485
SAMBIRIR,486
CHEMWOROR,583
CHESOI,471
KAPKUTO,457
KAPSICHA,454
TOT,145
ENDO,182
BARKELAT,136
KOWOW,258
KABEN,264
KABEN,249
MARICH,281
KETUT,61
KAPKONDOT,36
KETUT,89
KIBIRIEM,155
SAGAT,295
SIBOW,157
TIRKIYOW,108
KOIBIRIR,147
KASEMOI,100
KIMAUS,211
KISIWEI,237
MOKORO,87
KAKIPTUL,50
OLOT,197
TALAI,189
TALAI,189
CHERENGANY FOREST,1
CHERENGANI FOREST,1
CHERENGANI FOREST,1
MARAKWET WEST,186
CHEBIEMIT,197
CHEBIEMIT,201
CHEBIEMIT,255
NERKWO,156
KUSERWO,205
CHEPTONGEI,219
CHEPTULON,194
JEMUNADA,192
KIMNAI,203
YEMIT,220
MOIBEN,170
KILIMA,182
SIMBEIYWET,140
CHEBORORWA,222
CHEBORORWA,189
BUSIESO,115
KABELIO,352
CHERENGANY,224
KOITUGUM,170
TENDEN,308
KAPTIONY,298
CHEPKAWAI,234
KAMANIN,313
KAPTIONY,333
KONDABILET,189
KAPCHEBIT,145
KONDABILET,218
KAPCHEROP,155
CHEBAI,155
CHEBAI,259
YATOI,118
KAMOI,335
KAKISANGO,235
KAMOI,515
KIBUGA,634
KAPTEBER,103
KAPCHEPSAR,142
KORONGOI,81
KAPTERIT,139
KIPSAMBACH,57
KAPTERIT,505
KOISUNGUR,179
KIBIGOS,164
KOKWONGOI,248
MOSONGO,165
ROGOR,24
KAPOLET,34
ROGOR,19
SENGWER,382
KAPCHEROP,507
KIPSERO,206
KAPSOWAR,312
KAPSOWAR,"1,105"
KAPSOWAR,"1,181"
TALAI,"1,033"
KAPSUMAI,383
KAPSUMAI,376
SINON,393
KIPSAIYA,245
KIPSAIYA,259
SISIYA,226
TUMEIYO,239
KOIBARAK,193
KOBUSWO,289
SANGURUR,203
TUIYOBEI,113
LELAN,153
KAPKOCHUR,178
CHORWA,160
KAPKOCHUR,169
KAPTALAMWA,210
KIBIRECH,185
LELAN,124
CHEMOSONG,118
KAPSAIT,148
KERER,101
TUNYO,122
ARROR,129
ARROR,423
KILOS,29
KOITILIAL,115
NIWAI,158
CHESUMAN,113
CHEPKUM,153
CHEPTEMBERERWO,52
KAPCHEMUTA,233
RESIM,43
NANDI,311
CHESUMEI,346
CHEMUNDU,495
CHEMUNDU,411
BARATON,411
CHEPTERIT,505
CHEPTERIT,576
KAMONJIL,566
SEGUT,374
KAMOIYWO,288
KAMOIYWO,344
KIMNGERU,314
SANIAK,228
KAPNGETUNY,"1,503"
KAMURGUIYWA,"1,059"
KAPNGETUNY,"1,754"
KAPSISIYWA,297
CHEPKOBER,387
SIRONOI,288
TALAI,266
KAPTEL,333
KAPTEL,333
KAPTILDIL,321
KAPTILDIL,321
KIPTUIYA,842
KAPCHORWA,821
KAPTOBONGEN,916
KIPTUIYA,812
KOMBE,415
KOMBE,415
KOSIRAI,270
BIRIBIRIET,253
BIRIBIRIET,239
NDONYONGARIA,271
ITIGO,209
AINAPMOI,199
ITIGO,202
KIBOSWA,230
KOKWET,289
KOKWET,267
TEBESON,311
KOSIRAI,289
BELEKENYA,188
KOSIRAI,298
NDAPTABWA,408
LELMOKWO,263
KIPKONGORWA,293
LELMOKWO,238
MUTWOT,356
CHEPTARIT,800
MOSORIOT,325
MUTWOT,238
NGECHEK,207
KIPCHUNU,210
LELBOINET,262
MATEGET,143
NGECHEK,241
NANDI NORTH FOREST,1
NANDI NORTH FOREST,1
NANDI NORTH FOREST,1
NANDI SOUTH FOREST,-
NANDI SOUTH FOREST,-
NANDI SOUTH FOREST,-
NANDI CENTRAL,407
KAPKANGANI,579
CHEPKUMIA,550
CHEBOITE,806
CHEPKUMIA,433
KAPKANGANI,607
CHEPSONOI,691
KIBORGOK,420
TINDINYO,847
KAPSABET,837
KAMOBO,768
KAMOBO,768
KAPSABET,"2,331"
KAPSABET TOWNSHIP,"2,331"
KIMINDA,639
KIMINDA,445
MESWO,838
KILIBWONI,361
ARWOS,449
ARWOS,387
KAPTENDON,531
TIRYO,459
KABIRIRSANG,491
CHESUWE,608
KABIRIRSANG,373
UNDERIT,522
KAPLAMAI,384
KAPCHEMOIYWO,454
KAPLAMAI,420
KAPSUMBEIYWO,349
KAPTAGUNYO,302
KILIBWONI,353
KAPLONYO,293
KAPNYEBERAI,413
KILIBWONI,344
KIPSIGAK,475
KAPKERUGE,496
KIPSIGAK,403
KIPSOTOI,540
KIPTURE,630
IRIMIS,919
KIMAAM,652
KIPTURE,519
LOLMININGAI,252
KABORE,280
KIPLOLOK,272
LOLMININGAI,229
NDUBENETI,233
TERIGE,334
EMDIN,346
SONGOLIET,343
TERIGE,305
TULON,196
KAPCHEPSIR,248
KAPCHUMBA,194
KIPTENDEN,107
TULON,306
NANDI SOUTH FOREST,
NANDI SOUTH FOREST,
NANDI SOUTH FOREST,
NANDI EAST,304
NANDI HILLS,356
AINAPNGETUNY,371
AINAPNGETUNY,343
KISOGA,448
TOROTON,359
CHEBARUS,402
CHEBARUS,590
CHEBOIN,334
CHEMOMI,218
CHEMOMI,231
KIRONDIO,200
SOIYET,221
CHEPTILILIK,351
CHEPTILILIK,183
KAPKOROS,750
KAPTIEN,628
KAPCHORUA,289
KAPCHORUA,295
KELBUI,268
KIPKOROM,325
SIRWA,290
KAPKOROS,415
KAPKOROS,588
KAPSOKIO,460
TERENO,287
KAPLELMET,770
KAPLELMET,845
KETBARAK,864
KETENG,720
KIMOLONIK,525
KIPSEBWO,361
KABOTE,828
KALEL,210
KIPSEBWO,521
KOSOIYWO,717
KOSOIYWO,690
SAMOEI,666
SINENDET,790
MOGOBICH,177
KIPKEIGEI,246
KIPKOIMET,186
MOGOBICH,114
NANDI HILLS,"1,201"
KAPNGETUNY,"3,065"
KIPSAMO,608
TURURO,402
SIRET,305
CHEPTABACH,282
SIRET,336
TAITO,292
KAPKEMBUR,279
KIPCHAMO,249
TAITO,595
TARTAR,247
KAPKORIO,278
TARTAR,211
OLLESSOS,371
CHEPKUNYUK,608
CHEPKUNYUK,668
KAPCHURIAI,475
KIPSERGECH,730
NDUROTO,683
KIBABET,452
KIBABET,347
KIBIOK,452
KIPKOROR,508
KOILOT,275
CHEPNGETUNY,342
CHEPTUINGENY,290
KEBEN,303
KOILOT,206
SIGILAI,274
LELWAK,417
LELWAK,371
OLDOLDOL,575
TIGITYO,426
OLLESSOS,493
KAPKORIO,692
MOGOON,384
OLLESSOS,509
SIWO,490
CHEBILAT,591
CHOIMIM,416
SIWO,480
SOCHOI,258
LOLDUGA,288
SOCHOI,233
NORTH TINDERET FOREST,-
NORTH TINDERET FOREST,-
NORTH TINDERET FOREST,-
NANDI NORTH,274
CHEPTERWAI,284
CHEPTERWAI,315
CHEPTERWAI,342
CHEPTONON,348
SINGILET,355
TERESIA,252
KAMASAI,352
KAMASAI,483
KAPCHEBOSEI,478
SOSIOT,161
KAPKOIMUR,262
KAPKENYELOI,279
KAPKOIMUR,255
KIMNG'OROR,219
KAPTER,208
KIMNG'OROR,249
KOIBAN,183
SOIMINING,273
CHEPSAITA,407
CHEPTILIL SUSWO,213
SOIMINING,314
KABIYET,325
KABISAGA,301
CHEPKOIYO,322
CHEPTIL,273
KABISAGA,306
KABIYET,378
CHEPTUIYET,337
KABIYET TOWNSHIP,492
NDULELE,338
KAMASIA,344
KAMASIA,343
KAPKAGARON,344
KEBULONIK,296
CHEPLELAIBEI,272
KEBULONIK,303
RUBET,307
LOLKERINGET,310
CHEMNOET,311
KAIBOI,345
KOISOLIK,362
LOLKERINGET,254
SANGALO,377
KAMWEGA,372
KIPSAMOITE,448
SANGALO,328
SIGOT,256
CHEPKATET,188
SIGOT,287
KIPKAREN,274
CHEPKEMEL,247
CHEPKEMEL,248
NGENYILEL,245
KABIEMIT,314
KABIEMIT,311
KAPLEMUR,316
KAPKATET,279
KAPKATET,279
KIPKAREN SALIENT,219
KAPSERTON,231
KIPKAREN,210
LABORET,277
LABORET,277
NDALAT,307
KAIGAT,325
LEMOOK,258
NDALAT,300
NYIGOON,388
KURGUNG,277
KAMUNGEI,295
KAMUNGEI,295
KAPTICH,288
KAPSABAOT,258
KAPTICH,314
OLMAROROI,282
KURGUNG,311
KAPKOROS,337
KIPTANGUS,269
KURGUNG,335
SARORA,251
CHEPTARIT,234
KIMONG,216
SARORA,303
SURUNGAI,264
NGOROIN,261
SURUNGAI,265
NANDI NORTH FOREST,4
NANDI NORTH FOREST,4
NANDI NORTH FOREST,4
NANDI SOUTH,378
ALDAI,437
BONJOGE,370
CHEPKUNY,437
KAPKEBEN,376
KENYOR,383
KERERI,304
CHEBILAT,621
CHEBILAT,689
CHEPKETEMON,560
KAPSAGAWAT,509
KIPTARUSWO,729
KAPKERER,644
KAPKERER,644
KAPKOLEI,311
KAPKOLEI,321
KIMOLWO,281
URWOGOI,329
KAPKURES,365
CHEPKURNGUNG,466
KAPSAMOCH,413
KESENGEI,287
KEMELOI,706
CHEBARA,664
KOIBARAK,749
KIBWARENG,432
BOI,350
KIBWARENG,553
SAMITUI,407
MARABA,240
CHEPSIRIA,383
KAPTUMEK,104
KONGORO,407
MOGOIYWO,443
TIRIKWO,278
MUGEN,581
CHEBUKUNDI,548
KAMIMEI,532
KAPKEMICH,752
MUGEN,647
TIBINGOT,439
NDURIO,345
KESOGON,340
NDURIO,341
SARMA,374
TERIK,756
KAPSENGERE,756
KAPTUMO,436
KABOI,477
KABOI,395
KAMARICH,479
KAPSOO,464
MUGUNDOI,576
KAPSAOS,292
KABOROGIN,281
KABUSON,271
KAPSAOS,217
TORETMOI,444
KAPTUMO,480
CHEPKONGONY,391
IBANJA,483
KEBURO,505
MOSOMBOR,611
KOYO,421
KAPSOIYO,410
KOYO,427
NANDI SOUTH FOREST,-
NANDI SOUTH FOREST,-
NANDI SOUTH FOREST,-
TINDERET,208
TINDERET,239
CHEMAMUL,215
CHEBANGANG,281
CHEMAMUL,168
KIPYAOR,251
CHEMASE,150
CHEMURSOI,179
KAPKUONG,124
KIBIGONG,155
KIBISEM,156
CHEMELIL,134
CHEMELIL,144
CHEPSANGOR,231
KIMWANI,79
TAMBUL,156
CHEPKEMEL,353
CHEPKEMEL,397
KABIKWEN,265
KIPSIWO,418
CHEPSIRE,263
BARASENDU,247
CHEPSIRE,279
KABIRER,423
CHERONDO,458
KABIRER,349
KIBUKWO,494
KABOLEBO,257
KABOLEBO,390
KAPLELACH,121
KABUTIEI,249
KABUTIEI,271
MATAMBACH,235
KAMELIL,467
KAMELIL,399
KAPSOEN,492
NGATIPKONG,531
KAMELILO,310
GOTNELEL,317
SENETWO,296
TEBESON,317
KAPKITONY,265
CHEPTONON,306
MOMBWO,208
KAPSIMOTWA,263
CHEMATICH,257
KAPSIMOTWA,275
KIBWARENG,312
MATEMA,201
METETEI,345
METEITEI,365
SETEK,329
SOBA,198
KAMILET,205
KAPKITANY,171
SIGORIA,194
SOBA RIVER,211
SONGHOR,213
CHEPKOIYO,280
KIPTEGAT,214
SOKOSIK,389
SONGHOR,160
TAUNET,159
TEMSO,508
TACHASIS,389
KAPLAMAIYWO,383
TACHASIS,395
TINDERET,312
KIMATKEI,353
MBOGO VALLEY,287
TINDERET,319
TINDERET FOREST,1
TINDERET FOREST,1
TINDERET FOREST,1
BARINGO,61
BARINGO CENTRAL,123
KABARNET,265
EWALEL,149
MOROP,106
RIWO,174
SERETUNIN,184
KABARNET MOSOP,614
KAPROGONYA,743
KEWAMOI,"1,844"
SEGUTON,695
KAPCHEREBET / TURKWO,34
KITURO,287
KAPTOROKWO,318
KIPKAECH,190
KITURO,436
NGETMOI,172
CHEBUNYUR,142
KAPKIAI,294
TIRIONY,154
ORWOKO,132
KAPCHEPTERIT,77
MOLOI,260
TALAI,150
KAPTUMO,279
MOIGUTWO,197
SOGON,59
KAPROPITA,402
CHEBANO,545
KAPSOO/BOROWONIN,204
KINYO,636
SACHO,83
CHEPKERO,60
KIBEI,112
KOIBARAK,39
OCHII,64
KABASIS,157
KABASIS,438
KAPTIRIONY,53
TIMBOIYWO,260
KIBONJOS,43
KAPTICH,78
SIRWET,29
SOSION,44
SACHO MOSOP,147
KABARAK,141
KAPLEL,133
KESETAN,178
SACHO SOI,45
KAPKELELWA,54
KATUNOI,35
SAIMET,48
SALAWA,66
KABARNET SOI,73
KIMOSO,57
SALAWA,88
KAPROPITA SOI,29
KURUMBOPSOO,28
SAKASAK,31
KIBOINO,86
KIBOINO,83
SIRONOI,92
LELMEN,78
KAPYEMIT,80
LELMEN,77
TENGES,61
BEKIBON,24
BEKIBON,20
TINOMOI,29
EMOM,73
CHEPLAMBUS,65
SOROK,87
KISONEI,73
EITUI,62
KISONEI,81
TENGES,218
TENGES,218
TULUONGOI,77
TEBEI,52
TULUONGOI,111
BARINGO NORTH,64
BARTABWA,34
KABOSKEI,87
ATIAR,61
TERIK,112
KINYACH,26
BARTABWA,72
KALABATA,15
KINYACH,34
NGORORA,20
KAPTURO,22
KESUMET,20
TULUK,19
BARWESSA,60
KABOSKEI KERIO,41
AYATIA,41
KUIKUI,44
MAREGUT,35
KABUTIEI,86
KABITEL,77
KAPLUK,92
MUCHUKWO,92
LAWAN,64
BARWESSA,89
KAPTILOMWO,41
KONOO,65
KETURWO,68
KABARTONJO,183
KATIORIN,82
KAPKIRWOK,47
LELIAN,90
SUMEIYON,184
KELYO,164
KAPKIAMO,133
KASAKA,86
MOSOP,393
OSSEN,183
KAIMOGUL,163
KAPTUM,277
TILOI,80
TIRIONDONIN,187
SAIMO,304
KAPCHEPKOR,277
KAPKOMBE,233
KAPTERE,390
KASISIT,328
TIRIMIONIN,287
KIPSARAMAN,269
KAPTEBEREWO,350
BARTOLIMO,405
ISSAS,276
KIPKATA,207
KAPKOIWO,131
TUNOCHUN,350
SAIMO SOI,39
BARTUM,42
AKORIAN,40
KIPCHERERE,46
KOROTO,38
TAIMON,46
SIBILO,35
LORUK,29
RONDININ,43
SIBILO,42
YATIA,44
BARKETIEW,28
KIBIRYOKWONIN,154
EAST POKOT,32
AKORET,31
KAPAU,21
KAMURIO,27
KAPEDO NORTH,14
AKORET,52
AKORET,66
KULAL,42
KOLOWA,43
BARPELLO,46
BARPELLO,37
CHEPTURU,59
CHEPKERERAT,49
CHEPKERERAT,35
KAKAPUL,71
KIPNAI,31
KIPNAI,31
KOLOWA,58
KAISAKAT,38
KOLOWA,77
LOIWAT,37
CHEPELION,41
LOIWAT,42
LOMUKE,30
TILINGWO,37
NGINYANG,25
CHEMOLINGOT,49
CHEMOLINGOT,26
NGINYANG WEST,169
KOSITEI,23
KOSITEI,20
SERETION,30
RIBKWO,18
CHEPANDA,21
CHESAKAM,27
KAPEDO WEST,10
MARON,18
NGORON,29
LOKIS,27
LOKIS,27
NGAINA,28
NGORON,51
MIRKISSI,46
NGORON,59
TIRIOKO,20
ANGORITIANG,16
KAPUNYANY,28
KOIBATEK,138
ELDAMA RAVINE,277
KABIYET,158
BENONIN,172
KABIYET,146
KIPTUNO,194
LELACHTICH,236
TULWOB LEMBUS,161
KOISAMO,286
KEWANGOI,286
LEMBUS CENTRAL,290
PORORARAMA,290
LEMBUS CHEMORGONG,234
SIGORO,234
MAJI MAZURI,304
MAJI MAZURI,206
MAKUTANO,519
PERKERRA,190
PERKERRA,294
TONIOK,145
TUIYOTICH,159
RAVINE,"2,235"
RAVINE,"2,235"
SAOS/KIBIAS,132
CHERAIK,133
SAOS,152
TOLMO,120
ESAGERI,129
KABIMOI,105
KABIMOI,171
ORONGAI,100
SAGAT,59
KIPLOMBE,125
KAPLELACH,165
KIPLOMBE,134
ORINIE,96
SABATIA,153
KIPKABER,143
KIROBON,154
LEBOLOS,114
SOLIAN,222
MUMBERES,319
LEMBUS MOSOP,163
TINET,163
MUMBERES,306
EQUATOR,284
MUMBERES,336
SEGUTON,317
BOITO,327
CHEMESWON,305
TIMBOROA,609
NYAKIO,609
TORONGO,227
TORONGO,227
MWACHON,219
TORONGO,233
TUGUMOI,227
TIRIPKATOI,233
TUGUMOI,222
ESAGARI FOREST,
ESAGARI FOREST,
ESAGARI FOREST,
MARIGAT,65
MARIGAT,80
EWALEL SOI,22
KABUSA,19
KOITILION,27
ILCHAMUS,123
ELDUME,161
KAILER,72
ILNGARUA,240
ILNGARUA,480
LONGEWAN,161
KAPKUIKUI,27
KAPKUIKUI,23
KAPTOMBES,33
KIMALEL,43
KIMALEL,48
SABOR,22
KORIEMA,75
KIMONDIS,38
KETEMWA,41
KIBINGOR,35
LOBOI,57
CHELABA,35
MAJI NDEGE,126
MARIGAT,159
ENDAO,38
PERKERRA,525
YATOI,145
NGAMBO,127
NGAMBO,132
SINTAAN,121
SALABANI,118
MEISORI,124
SALABANI,111
SANDAI,55
MBECHOT,48
SANDAI,64
MOCHONGOI,58
ARABAL,27
ARABAL,15
NGELECHA,312
CHEBINYINY,28
CHEBINYINY,28
KASIELA,28
KIMORIOT,86
KAMAILEL,86
MOCHONGOI,133
KAPKECHIR,151
KAPNAROK,135
MOCHONGOI,104
MUKUTANI,30
KISERIAN,67
KISERIAN,94
LOGUMGUM,48
RUGUS,19
RUGUS,19
MUKUTANI,9
MUKUTANI,9
MOGOTIO,66
EMINING,63
EMINING,106
EMINING,122
KABOGOR,82
OTERIT,100
KIMOSE,45
CHEMOINOI,37
KIMOSE,55
KOIBOS - SOI,31
KAPLELWO,29
RADAD,33
KOITEBES,83
KOITEBES,83
ROSOGA,113
ROSOGA,113
KIMNGOROM,63
CHEBEREN,66
CHEBEREN,66
KIMNGOROM,56
KAPTERIT,56
KIMNGOROM,56
KISANANA,64
OLKOKWE,81
KABERGEI,82
OLKOKWE,159
TINOSIEK,30
KABUSWO,70
KABUSWO,99
KIRIBOT,57
KAPNOSGEI,50
KAMASAI,42
KAPNOSGEI,62
KISANANA,75
KISANANA,124
KOISARAM,44
NGENDALEL,73
KIPNYUNGUNY,72
NGENDALEL,74
OLDEBES,60
CHOMIEK,50
OLDEBES,65
SINENDE,46
CHEBIREBEI,24
NYALILBUCH,54
WASEGES,61
MOGOTIO,73
KAMAR,31
KAMAR,29
MOLOS,34
KAPKECHUI,98
KIBOMUI,91
MUGUYUNI,107
KOIBOS,24
KOITUIMET,25
MAJI MOTO,24
LEMBUS KIPTOIM,107
KIPTOIM,107
NDANAI,110
OLBAT,121
SAGASAGIK,95
LEMBUS MOGOTIO,176
CHEMOGOCH,113
KIPSOGON,96
MOGOTIO,535
MOLO SIRWE,41
CHEPYUAN,38
MOLO SIRWE,45
NGUBERETI,83
LEGETETWET,85
NGUBERETI,82
SIMOTWE,50
MUGURIN,50
SIRWA,115
SIRWA,115
KABURGEI,125
KAPKEIN,89
SIRWA,191
SORE,96
LAKE BOGORIA,-
LAKE BOGORIA,-
LAKE BOGORIA,-
TIATY EAST,34
CHURO,65
AMAYA,71
AMAYA,71
CHURO,102
CHEPELOW,95
CHURO,112
KAPTUYA,53
KAPTUYA,31
TEBELEKWO,82
KACHILITWA,51
KACHILITWA,73
PUTERO,39
MONDI,30
LORUK,25
CHEMURO,19
LORUK KONGASIS,58
TUWO,19
LOYAMOROK,58
KOKORE,50
NGINYANG EAST,69
NAUDO,23
AKWICHATIS,64
LOSIKIRIAMOI,17
