Region,Persons per Sq. Km
MBAA-INI,590
UNJIRU,649
TETU WEST,233
HUHO-INI,438
ICHAGACIRU,438
KIRURUMI,438
KIMATHI,329
KANJORA,521
KARUNA-INI,206
NGOORU,399
MUHOYA,54
IHURURU,443
THATHA,21
THEGENGE,493
GATHUTHI,506
HUBU-INI,378
IHITHE,392
KARANGIA,621
KIAMUTIGA,402
MATHAKWA-INI,635
NDUGAMANO,575
WANDUMBI,339
TETU,467
KARAIHU,406
KIGOGO-INI,520
GATUMBIRO,492
KIENI EAST,246
CENTRAL,205
CHAKA,381
CHAKA,"1,348"
THIGI,220
KABARU,326
KAIRI,506
KIMAHURI,514
MBIRIRI,164
NDATHI,652
LUSOI,69
KARICHEN,77
LUSOI,68
THUNGARI,65
THIGU,241
GATEI,149
MARAGIMA,152
THIRIGITU,484
WARAZO,189
JET,272
HUHOINI,72
KIRIMA,294
MUNYU,200
KIENI EAST,281
GAKAWA,551
EQUATOR,982
KAAGA,541
KAHURURA,352
GITHIMA,174
BURGURET,198
GATHIURU,226
GATUANYAGA,151
GITHIMA,142
KAMBURAINI,208
KAMBURAINI,194
MANYATTA,247
RONGAI,190
KIAMATHAGA,327
GIKAMBA,574
KABENDERA,553
MURICHU,218
TIGITHI,193
NAROMORU,262
GATURIRI,129
NAROMORU,839
NDIRITI,252
KIENI WEST,171
KIENI WEST,199
ENDARASHA,310
CHARITY,380
ENDARASHA,898
GAKANGA,473
GITEGI,215
KINYAITI,181
MITERO,254
LABURA,108
HONI,96
LABURA,133
MWEIGA,257
AMBONI,381
BONDENI,273
KAMATONGU,151
MWEIGA TOWN,346
NJENG'U,240
MWIYOGO,128
KABATI,121
MUTHU-INI,144
MWIYOGO,123
GATARAKWA,144
GATARAKWA,158
EMBARINGO,245
KABENDERA,91
KAMARIKI,244
KIMUNYURU,173
LAMURIA,128
WATUKA,191
MUGUNDA,127
KAREMENO,100
NAIRUTIA,160
KAMIRURI,197
RUIRII,90
MATHIRA EAST,760
KIRIMARA,608
CHEHE,420
CHEHE,439
GATHAITHI,466
KARIKI,365
GATUNDU,737
GATUNDU,918
KIAGUTHU,595
IHWAGI,703
IHWAGI,716
KAIRIA,686
IRIAINI,792
KAHURU,640
KIAMWANGI,"1,238"
THEGENGE,447
TURI,538
GIKORORO,451
KAGUYU,527
GATURA,711
KONYU,686
GACHUKU,695
GACHUKU,578
GATHAITHI-INI,865
GAKUYU,457
GAKUYU,511
GATINA,394
KONYU,563
GATHUGU,610
MUKORE,517
PETER CIIRA,999
BARICHU,855
GATURIRI,717
GITHIMA,808
KARINDUNDU,"2,722"
PETER CIIRA,717
MAGUTU,631
GATHEHU,549
GATHEHU,498
GIAKAIBEI,638
NDUMANU,530
MAGUTU,511
GAIKUYU,359
GITIMAINI,450
GITUNDUTI,755
MUTHEA,811
GATEI,805
KAGOCHI,"1,135"
KANJURI,627
RAGATI,741
GIKUMBO,535
KARURA,575
MUNGI,722
RAGATI,"1,351"
MATHIRA,"4,557"
KARATINA,"4,384"
CHERU/KIANGARARU,"4,733"
JAMBO,"4,050"
MUTHUA,"3,758"
GATHUGU,"3,206"
MATHAITHI,"4,307"
RELI,"7,571"
COMMERCIAL,"7,049"
GIAKAIRU,"9,499"
MARKET,"6,184"
MATHIRA WEST,369
KIRIMUKUYU,553
ICHUGA,497
ICHUGA,487
KIAWARIGI,504
KIRIMUKUYU,496
KIANJOGU,561
MUTATHI INI,497
NGAINI,468
THAITHI,470
NGANDU,629
KAIYABA,716
NGANDU,561
RITITI,583
TUMUTUMU,582
GIAITUU,607
KIRIA,386
KIRIMA,599
MBOGOINI,789
THIU,581
NGORANO,353
GATUNGANGA,311
CHIENI,360
GATUNGANGA,295
MAGANJO,251
NGORANO,334
HIRIGA,281
KARUTHI,385
RUTHAGATI,427
GACHUIRO,506
GITHIMA,349
RUGURU,250
HOMBE,136
IRURI,378
NDUNDU-INI,355
SAGANA,89
RUGURU,450
GATHU-INI,460
ITIATI,449
KABIRU-INI,492
KAHIGA,384
KIAMARIGA,445
KIHURO,518
RUTURU,426
NYERI SOUTH,538
OTHAYA CENTRAL,641
IRIAINI NORTH,471
IHURIRIO,442
KAIRUTHI,511
IRIAINI SOUTH,460
KIANDEMI,425
THUNGURI,542
TOWNSHIP,928
GITUNDU,998
KIAHAGU,718
KIHUGIRU,"1,090"
KARIMA,505
KARIMA NORTH,510
GURA,469
MUTITU,561
KARIMA SOUTH,528
ITEMEINI,557
WITIMA,504
KARIMA WEST,467
THUTI,467
OTHAYA NORTH,532
MAHIGA EAST,599
KAMOKO,614
UGACHIKU,583
MAHIGA WEST,478
GATURUTURU,555
GIKOE,431
MUNYANGE,467
MUMWE EAST,580
KAGONYE,564
RUKIRA,590
MUMWE WEST,468
GITUGI,471
KIHOME,463
OTHAYA SOUTH,455
CHINGA NORTH EAST,520
GICHICHE,528
KAGONGO,515
CHINGA NORTH WEST,396
GIKIGIE,438
MUCHARAGE,349
CHINGA SOUTH EAST,582
KARUTHI,503
KIAGUTHU,660
CHINGA SOUTH WEST,422
MUMBUI-INI,482
GATHERA,351
MUKURWE-INI,498
MUKURWE-INI CENTRAL,497
GITHI,481
ICHAMARA,456
KIREREMA,514
MUHITO,817
GATURIA,"1,088"
MURUNDUINI,741
THIHA,601
MUTUNDU,285
KARECHENI,355
MUTUNDU,238
THANGATHI,359
ITHANJI,358
KIHARO,359
MUKURWE-INI EAST,507
GATHUITU,604
MUTHUTHIINI,580
THIMU,623
GIKONDI,577
KARINDI,514
KIIRUNGI,633
THANU,408
KAHARO,460
KARABA,352
KIBUTIO,427
MUKURWE-INI SOUTH,440
MWERU,440
KANGURWE,377
KARUNDU,517
GIATHUGU,514
IGANA,642
MWERU,449
IGANA,552
GATHEA,504
MIHUTI,587
RUTUNE,330
NGAMWA,325
KARIARA,335
MUKURWE-INI WEST,576
GAKINDU-INI,562
GAIKUNDO,538
GAKINDU-INI,574
MUYU,543
GATURA,529
MUYU,555
RUTHANJI,598
NJIRU-INI,643
RUTHANJI,555
GAKINDU,623
MBIU-INI,605
WANJITHI,666
NYERI CENTRAL,837
MUNICIPALITY,837
KAMAKWA,650
GITATHI-INI,"1,155"
KAMAKWA,"3,266"
KIHATHA,544
KIHUYO,485
KINUNGA,585
MATHARI,233
MUNUNGAINI,756
MUTHUAINI,640
KIGANJO,453
GACHIKA,385
KIGANJO,768
KIRICHU,508
NYARIBO,330
MUKARO,"1,645"
MAJENGO,"3,554"
THUNGUMA,782
RURINGU,981
CHORONGI,737
GATITU,583
GITHIRU,508
KARIA,"1,210"
MARUA,497
MURUGURU,457
RIAMUKURWE,595
RURINGU,"5,093"
MT. KENYA FOREST,
MT. KENYA FOREST,
MT. KENYA FOREST,
MT. KENYA FOREST,
ABERDARE FOREST,
ABERDARE FOREST,
ABERDARE FOREST,
ABERDARE FOREST,
KIRINYAGA,413
KIRINYAGA CENTRAL,800
INOI,752
INOI,632
KANGAITA,466
KIAWAKARA,727
MBETI,562
THAITA,747
KARIKO,698
KARIKO,793
NYAGITHUCHI,638
NDIMI,"1,091"
KARINGA,976
NDIMI,"1,159"
KIRINYAGA CENTRAL,"1,025"
KAITHERI,"1,314"
KAITHERI,"2,216"
KANGARI,822
KERUGOYA,"2,072"
KABUMBU,731
KAGUYU,"2,597"
KAMUKUNJI,563
KIMANDI,784
KIABARIKIRI,998
KIANDIRERI,652
KIBURI,759
KIMANDI,827
KOROMA,629
KARIA,828
NDUINI,573
NGARU,593
MUTITU,684
KANYEKIINI,582
KANYEI,721
KATHARE,636
KIAGA,409
KIANJEGE,595
MUTIRA NORTH,863
GATHUTHUMA,641
KABARI,623
KAGUMO,"3,795"
KAGUYU,654
MUTIRA SOUTH,741
KIRATINA,894
KIRUNDA,717
NJUMBI,639
KIRINYAGA EAST,585
GICHUGU CENTRAL,682
BARAGWI,685
KIANJIRU,523
RAIMU,"1,031"
RWAMBITI,554
KARIRU,519
KARIRU,553
KIREREMA,465
KARUMANDI,739
GUAMA,796
KIARURI,760
NDUNDUINI,674
RWATHAI,695
GATU,711
KIATHI,528
THIMU,796
THUMAITA,689
KAMUGUNDA,684
KAMWETI,694
GICHUGU EAST,522
NGARIAMA EAST,512
KIAMUGUMO,557
RUNG'ETO,498
NGARIAMA WEST,528
KABARI,557
NYANGENI,465
THIRIKWA,557
GICHUGU WEST,625
GACHIGI,640
GACHIGI,701
KIANGUENYI,592
KABARE,687
KIRINGA,759
KIRITINI,630
NGIROCHE,696
KABARE WEST,525
KUTUS,762
MIKARARA,471
RUKENYA,474
KIRIMA,676
MUTIGE,772
NJUKU EAST,702
NJUKU WEST,561
NJUKI-INI,467
NJUKI-INI NORTH,462
MBIRI,437
NGERWE,452
NGIRIAMBU,505
NJUKI-INI SOUTH,470
KANJUU,397
KIAUMBUI,491
MIRICHI,437
MIRICHI SOUTH,563
KIRINYAGA WEST,552
NDIA EAST,629
GETUYA,564
GITAKU,580
KIANJANGA,611
KARIAINI,458
GIACHONGE,681
KAGIO-INI,681
THUMAITA,592
IRIA,592
MUKURE,550
KIMATHI,459
MUKURE,568
KANYOKORA,586
MWERUA,834
MATTHAURI,470
BARICHO,572
KITHUMBU,"1,910"
KANJAI,462
THIIYA,462
NDIA WEST,545
KIANGAI,556
KIANGAI,556
KIBINGOTI,528
KIBINGOTI,528
KIINE,549
NGUGU-INI,578
RUIRU,510
SAGANA,466
GACHARU,399
GACHARU,351
KINYAKIIRU,477
KARITI,417
MUKUI,494
NYANGIO,366
SAGANA,524
SAGANA,954
THIGIRICHI,289
GITUMBI,551
MWEA EAST,437
MURINDUKO,236
MURINDUKO,350
KAMUNYANGE,347
MIUU,317
MUGAMBACIURA,370
RIAGICHERU,289
RIAGICHERU/NGUCWI,289
SOUTH NGIRIAMA,117
IKURUNGU,107
ITANGI,166
KARIMA DAWA,90
MWEA CENTRAL,698
GATHIGIRIRI,420
MAHIGA-INI,420
NDINDIRUKU,402
KIUMBU,402
TEBERE,862
GATHIGIRIRI,656
KIARUKUNGU,"2,817"
MIKIMAINI,243
NDERWA,518
WANGURU,"3,802"
NYANGATI,607
KIRIMARA,364
KIRIMARA,364
KUTUS,671
KAMIIGUA,706
KANGU,453
KITHIRITI,818
NYANGATI,627
KIMBIMBI,584
MATHANGAUTA,702
MWEA WEST,438
MWEA WEST,359
CIAGINI,310
MARURUMO,259
NGANG'A,324
KINYAGA,481
KIUNGA,702
MUTHIGI,312
MAKUTANO,348
KIANDEGWA,708
KIRWARA,457
RUKANGA,214
MUTITHI,286
KIAMICIRI,828
KIANJOGU,202
WAMUMU,459
KIMURI,568
RURII,397
THIBA,595
KANGAI,530
KOMBOINI,566
MATHIGANI,479
KATHIGA,600
KARIKOINI,663
MBETI B,544
NGUKA,713
KARIRA,"1,095"
NYAIKUNGU,517
THIBA,559
KIRATINA,796
MBUI NJERU,351
MT. KENYA FOREST,
MT. KENYA FOREST,
MT. KENYA FOREST,
MT. KENYA FOREST,
MURANG'A,419
MURANG'A EAST,458
GATURI,373
GATHUKE-INI,554
GAITHERI,635
GATHUKEINI,467
GATURI,433
GEITWA,424
KAWERU,441
MUGEKA,349
GAKUYU,394
KIAMURI,299
NYAKIHAI,246
MWIRUA,201
NYAKIHAI,324
GIKINDU,270
GIKINDU,281
GAKUNJA,354
MATITHI,229
KAMBIRWA,393
GITUNGANO,368
MAREWA,450
MIRIRA,201
GIKUU,228
KAIRO,172
KIHARU,"1,052"
GIKANDU,452
GACHARU,414
GIKANDU,462
KIAWAMBEU,485
MUCHUNGUCHA,444
MBIRI,634
KIANGAGE,634
MUKUYU,"1,691"
NGOGUINI,"1,691"
NJOGUINI,"1,566"
GAITEGA,632
MARAGI,"1,347"
KAMBWE,"1,984"
MJINI,"2,491"
TOWNSHIP,"2,327"
KARURI,"2,327"
KIMATHI,191
KIGETU-INI,294
KIGONGO,294
KIMATHI,161
GITHURI,121
RURII,220
KANGEMA,463
KANYENYA - INI,390
GITHIGA,589
GATANG'ARA,638
GITHIGA,654
KIBUTHA,495
ICHICHI,249
ICHICHI,310
KARURA,241
NDUINI,199
KENYENYA-INI,515
GITUGU,542
KANYENYA-INI,550
NGOEINI,409
KIRURU,255
KARURUMO,224
KIRURI,281
MUGURU,601
GACHARAIGU,433
KIAMARA,433
MUNUNGA,413
NYAKAHURA,449
IYEGO,512
GIKUI,586
GITHUNGURI,520
KARIRAU,541
NJII - ITHATU,378
MUGURU,960
GAKIRA,"1,383"
KIANGUNYI,733
MARIMIRA,668
MURINGA - INI,622
IHIGA - INI,602
KANORERO,649
KIAIRATHE,609
RWATHIA,386
KIHOYA,400
KAYU,459
KIHOYA,537
NAYAGATUGU,237
RWATHIA,518
KENYANJERU,567
KIAWAMBOGO,385
RWATHIA,628
TUTHU,286
KANGURU,329
TUTHU,267
WANJERERE,267
MATHIOYA,523
GITUGI,479
GAKOE,312
KAMBARA,470
RUNYEKI,258
GITUGI,529
CHUI,572
GITUGI,510
KARUNG'E,601
KARUNG'E,666
MIHUTI,548
NGUTU,588
KAMACHARIA,595
GATHUNYA,572
KAMUNE,631
WAHUNDURA,497
KAMACHARIA,633
KAIRI,554
KAMACHARIA,698
THUITA,550
IRURI,519
THUITA,580
KIRU,583
KAGUMO - INI,595
KAGUMO - INI,586
KORA,604
KAIRO,470
KIAMBUTHIA,525
KAIRO,397
KIRU,742
KANJAMA,682
KIRIA - INI,848
NJUMBI,447
KIRITI,528
GACHARAGE - INI,461
GATUNGURU,595
MIORO,298
KAGONGO,306
KIAMUTURI,289
NJUMBI,627
GIKOE,599
NYAKIANGA,664
KAHURO,521
MUGOIRI,518
GATUNDU,485
GITARO,470
KARURU,502
GITHANGARA,473
KAGAA,462
MIRICHU,570
YAMUGWE,407
KIRIA,471
GATURI,516
KIRIA,459
NDUTUMI,453
MUGOIRI,669
GITIRI,679
KAHURO,765
MURIRANJA'S,574
MURARANDIA,497
GATUYA,599
GATUYA,620
KIANJOGU,572
KAGANDA,539
KAGANDA,524
THENGEINI,559
KIONJOINI,378
GATARA,330
GATHAITHI,438
MURARANDIA,535
KAHATIA,882
MATHARITE,397
MURARANDIA,508
THERI,499
WANGU,550
KAHUHIA,524
KIROGO,602
MUKANGU,424
GATHAMBA,456
GATHERU,409
GITUI,505
WANJENGI,642
GITIGE,596
WANJENGI,667
WEITHAGA,591
KAHUTI,567
KIANDERI,619
WANGU,590
MURANGA SOUTH,405
KIMORORI,459
KIMORORI,492
GATHUNGURURU,246
KAGAA,717
KIMORORI,732
KIMATHI,868
SABA SABA,950
WATHIANI,780
WEMPA,366
KANGANGU,147
WEMPA,"1,300"
MAKUYU,338
KAMAHUHA,464
KAMAHUHA,618
KAHARATI,551
IGANJO,337
KIAMBITI,348
MARANJAU,315
MIHANGO,923
KAMBITI,286
KARIA-INI,371
KIRIMIRI,179
KIRIMIRI,124
MUTITHI,284
MUTHI-INI,255
MAKUYU,515
GAKUNGU,490
MAKUYU,533
MIHANGO,577
MARAGWA,443
ICHAGAKI,372
GIKOMORA,691
ICHAGAKI,509
KIANJIRUINI,543
MUMBU,613
SAMAR,153
KARURUMO,572
GATHERA,606
IHUMBU,475
IREMBU,611
ITAAGA,679
KAHARO,521
MARAGUA RIDGE,242
KAMUIRU,319
MARAGUA RIDGE,202
NGINDA,734
GAKOIGO,444
MBUGWA,463
RURAGO,"1,549"
GATANGA,354
GATANGA,858
GATANGA,735
CHOMO,622
GATANGA,891
KIRWARA,823
KIGIO,856
GAKURARI,642
ITHANGARARI,936
KIGIO,"1,081"
KIRIA-INI,564
GATHANJI,681
KIRIA-INI,589
MUREKE,672
THARE,348
MUGUMOINI,"1,644"
MABANDA,"1,462"
MITHANDUKUINI,"1,892"
MUGUMOINI,"1,545"
ITHANGA,344
ITHANGA,362
GIATHANI-INI,257
KAGUKU,378
MIANYANI,465
NGELELYA,315
KWA MUKUNDI,254
MUGUMO,283
THUNGURURU,388
KARIARA,498
KARIARA,697
GATUNGURU,493
GATURA,"1,102"
KARAGIA,783
MBUGITI,416
KARANGI,502
KIMAKIA,372
MBUGITI,391
NGABUYA,452
GATAKA-INI,399
KIARUTARA,522
KIGANJO,397
MWAGU,491
KIGORO,519
KIGORO,520
GIACHUKI,517
KANUNGA,541
KIGORO,513
NDAKAINI,412
KIMANDI/WANYAGA,420
NDAKAINI,401
NDUNYU CHEGE,687
GITIRI,570
NDUNYU CHEGE,868
KIHUMBU-INI,785
KIHUMBU-INI,758
KAGONGO,829
KIHUMBU-INI,736
NYAGA,720
THUITA,752
KIUNYU,864
GITUAMBA,887
KIUNYU,853
RUGAITA,852
MUKARARA,750
GATIIGURU,786
MUKARARA,813
MUKURWE,666
NJAI-INI,745
MITUMBIRI/KAKUZI,161
KAKUZI,150
GITUAMBA,277
KINYANGI,76
MUKEU,78
BARAKA,161
KIMUMU,22
NANGA,221
KANDIMU,127
NGINYI,953
THUTHUA,440
GATWIKIRA,336
TALA,537
SAMURU,139
MUTHURI,127
BAHATI/KIAMA,94
GATHAMBARA,145
SAMURU,155
GOLF VIEW,314
MWITINGIRI,29
KIGUMO,561
KAHUMBU,595
KAHUMBU,631
KAHARIRO,580
GITHEMBE,665
GIATHANI,628
MUGUMO-INI,665
GAKUYU,566
NDONGA,709
KANDAANI,525
KANDANI,525
KANGARI,553
KANGARI,650
KANGARI,798
MAIRI,471
MAKOMBOKI,450
KANDERENDU,412
MAKOMBOKI,487
MARIIRA,580
MARIIRA,580
KIGUMO,680
GACHOCHO,611
GACHOCHO,642
GATUMBI,568
GITHIMA,679
GITHIMA,705
GATUNE,649
KIGUMO,744
IRIGU-INI,744
KIRERE,722
KIRERE,856
MARUMI,552
MUTUNGURU,725
MUTHITHI,680
GIKARANGU,565
GIKARANGU,611
KANGURUMO,521
WAMAHIGA,591
MUNGUINI,874
MUNGUINI,919
NJORA,817
MUTHITHI,825
KIAHITI,800
MUTHITHI,851
KINYONA,387
GACHARAGE,345
GACHARAGE,362
MUNUNGA,335
KAMUKABI,497
GIKOE,445
KAMUKABI,527
KINYONA,354
KIRINGA,379
KINYONA,338
KANDARA,746
GITHUMU,581
GITHUMU,545
GITHUMU,588
GITURU,454
KIBAGE,594
GACHARAGE,741
KARIUA,573
MUTHERU,495
MUNG'ARIA,629
MUNG'ARIA,629
KAGUNDU-INI,801
GAICHANJIRU,702
GAICHANJIRU,918
KAGUMO-INI,611
KAGUNDU-INI,932
GITHUNGURI,712
GITURA,"1,404"
KAGUNDU-INI,838
KABATI,"1,102"
KARITI,632
NGURWE-INI,627
KAGIRI,531
MARIA-INI,547
NGURWE-INI,767
KANDARA,827
ITHIRU,767
GAKARARA,941
GAKUI/KARIMAMWARO,624
GITHUYA,631
KAGUTHI,761
KIIRI,959
MURUKA,802
GATITU,608
KIRANGA,754
MURUKA,"1,007"
NGUTHURU,776
NG'ARARIA,967
KAWENDO,858
NAARO,842
NGARARIA,"1,297"
ABERDARE FOREST,
ABERDARE FOREST,
ABERDARE FOREST,
ABERDARE FOREST,
KIAMBU,952
GATUNDU NORTH,384
CHANIA,606
GITUAMBA,480
GITUAMBA,568
KIRIKO,551
MARIA-INI,351
MATAARA,429
KAIRI,705
KAIRI,673
MUIRIGO,933
NGORONGO,590
MAKWA,801
MAKWA,917
NG'ETHU,615
NGUNA,838
MANGU,323
GAKOE,97
GAKOE,614
KIENI,12
NDIKO,473
GATHAITE,686
GATEI,631
GATHAITE,482
KAMWANGI,"1,046"
KANYONI,639
MWIMUTO,440
GITHOBOKONI,125
GACHEGE,547
KAMUNYAKA,37
NJAHI,441
KARURE,941
IGEGANIA,"1,176"
KARURE,895
NYAMANGARA,791
MANGU,"1,035"
GATUKUYU,"1,805"
MANGU,977
MITERO,832
MUKURWE,564
GATUNDU SOUTH,631
KIAMWANGI,736
KIAMWANGI,726
GATHAGE,808
KAREMBU,693
KIAMWANGI,793
THAARA,458
MUTATI,745
KIGAA,675
KIGONGO,757
MUTATI,805
NEMBU,745
KIGANJO,506
KIAMWORIA,578
GACHIKA,520
GITARE,612
KIAMWORIA,601
KIGANJO,529
GATITU,489
KIAWANDIGA,423
KIGANJO,640
MUNDORO,452
GATHIRU,351
KABUTETI,477
MUNDORO,603
NDUNDU,422
NDARUGU,463
MUNYU-INI,437
GACHARAGE,435
MUNYU-INI,434
ROI,465
NDARAGU,424
KARATU,412
KIRANGI,401
MUTUNGURU,410
RUBURI,495
RWABURA,543
GITWE,589
KARINGA,544
KIGAA KIBIRU,501
NGENDA,839
ITURU,642
GITHUYA,607
ITURU,752
RITHO,552
WAMWANGI,729
KIMUNYU,836
KAHUGUINI,680
KIMUNYU,"1,071"
MUTOMO,824
NGENDA,"1,153"
GITHUNGUCHU,"1,237"
HANDEGE,627
KIRANGARI,"1,937"
GITHUNGURI,948
GITHUNGURI,"1,099"
GITHUNGURI,"1,181"
GITHUNGURI,"1,147"
KANJAI,"1,585"
KIAIRIA,911
NGEWA,974
GIATHIEKO,958
KIMATHI,739
NYAGA,"1,222"
IKINU,984
GITHIGA,851
GATHANGARI,608
GITHIGA,"1,213"
GITIHA,745
MATUGUTA,714
IKINU,"1,225"
IKINU,"1,533"
KIAIBABU,"1,400"
LIOKI,933
NGEMWA,"1,095"
KOMOTHAI,709
KIRATINA,741
GATHUGU,567
KIBICHOI,"1,000"
KIRATINA,757
KOMOTHAI,643
KIAMBURURU,682
MBARI YA IGI,546
THUITA,845
JUJA,880
JUJA,"1,393"
JUJA,"2,450"
KIAORA,"2,450"
MIRIMAINI,855
MIRIMAINI,855
KALIMONI,413
JUJA FARM,162
ATHI,78
JUJA FARM,301
KALIMONI,836
KALIMONI,380
MUIGAI INN,"3,462"
MURERA,"1,315"
MAGOMANO,"1,468"
MAGOMANO,"2,159"
NDURURUMO,518
MUGUTHA,713
MUGUTHA,713
MURERA,313
MURERA,"2,219"
TWIGA,43
THETA,"4,269"
THETA,"3,568"
THOME,"5,569"
WITEITHIE,805
KIAHURIA,205
KIAHURIA,274
TORA,137
KOMO,"1,320"
NYACABA,638
WITEITHIE,"4,182"
KABETE,"3,289"
KABETE,"3,289"
GATHIGA,"2,285"
GATHIGA,"2,884"
KARURA,"1,866"
GITARU,"3,902"
GITARU,"5,626"
KANYARIRI,"2,766"
KABETE,"3,302"
CHURA,"1,821"
LOWER KABETE,"4,116"
MUGUGA,"2,138"
KAHUHO,"1,426"
MUGUGA,"2,747"
NYATHUNA,"1,973"
KIRANGARI,"2,595"
NYATHUNA,"1,457"
UTHIRU,"10,142"
NDUMBU-INI,"9,735"
UTHIRU,"10,606"
WANGIGE,"4,020"
KIBICHIKU,"4,455"
RUKU,"3,262"
KIAMBAA,"2,595"
KIAMBAA,"1,636"
CIANDA,559
CIANDA,123
KASPAT,454
KAWAIDA,"5,177"
MILIMANI,772
KARURI,"4,134"
BANANA,"3,589"
KARURI,"3,572"
MUCHATHA,"6,229"
NJORO,"2,682"
KIAMBAA,"2,232"
GACHORUE,"3,751"
KIAMBAA,"1,951"
KIMUGA,"2,419"
NJIKU,"1,537"
WAGUTHU,"2,297"
GATHANGA,"3,333"
GICHI,"1,044"
KANUNGA,"1,305"
NGEGU,"4,041"
KIHARA,"5,946"
KARURA,"2,302"
KARURA,"2,726"
MAHINDI,"2,556"
WANGUNYU,"1,660"
KIHARA,"10,154"
GACHIE,"13,660"
KARIA,"4,882"
KIHARA,"8,017"
NGABUBU,"13,950"
RUAKA,"6,697"
GACHARAGE,"6,127"
NDENDERU,"4,343"
RUAKA,"11,436"
KIAMBU,"1,483"
MUNICIPALITY,"2,392"
KIAMBAA SETTLED AREA,"1,464"
KIAMBU TOWN,"5,769"
KIAMUMBI,"1,621"
THINDIGUA,"1,091"
KIRIGITI,"6,044"
KIRIGITI,"6,044"
NDUMBERI,"3,866"
KAHUHO,"4,554"
KARUNGA,"3,947"
NDUMBERI,"2,979"
RIABAI,"3,896"
KIHINGO,"3,591"
RIABAI,"4,760"
TINGANGA,550
KAGONGO,"1,301"
KAGONGO,"1,325"
RUNGU,"1,283"
KAMITI,254
ANMER,343
KAMITI,190
TINGANGA,"2,130"
NGAITA,"1,466"
TINGANGA,"3,172"
KAGONGO,"1,320"
KIKUYU,"1,082"
KARAI,480
KARAI,"1,408"
GIKAMBURA,"1,797"
KARAI,624
LUSSIGETTI,795
LUSSIGETTI,754
RENGUTI,875
NACHU,105
GATUNE,17
NACHU,305
KIKUYU,"1,338"
KERWA,693
KARI,153
KERWA,"1,122"
KIKUYU,"1,940"
KIKUYU TOWNSHIP,"1,676"
SIGONA,"2,470"
THOGOTO,"1,802"
GITIBA,696
THOGOTO,"3,259"
KINOO,"6,807"
KINOO,"6,807"
KINOO,"10,147"
MUTHIGA,"4,547"
LARI,313
GATAMAIYU,511
GACHOIRE,445
GACHOIRE,438
NDURIRI,456
GATAMAIYU,595
KAGWE,777
KAMAHINDU,444
KAGAA,429
IRIA-INI,403
KAGAA,441
KAMBURU,522
KAMBURU,658
MATIMBEI,449
NYAMUTHANGA,494
KAMUCHEGE,600
KAMUCHEGE,611
MURERA,586
NYANDUMA,499
KAREGE,432
KARIGUI-INI,475
NYANDUMA,587
KIJABE,465
BATHI,"1,204"
BATHI,829
KIMENDE,"2,231"
KAMBAA,534
GIKIRA,859
GITHOGOIYO,277
KAMBAA,"1,050"
KIJABE,174
GICHIENGO,541
KIJABE,131
MAGINA,"1,015"
GATHUMURI,990
MAGINA,"2,030"
MBAU-INI,511
KINALE,585
KAMAE,785
KAMAE,780
KIRASHA,790
KAMUKOMBIINI,792
KAMUKOMBIINI,834
THIRIRIKA,726
KINALE,452
KINALE,641
MUKEU,394
LARI/KIRENGA,388
ESCARPMENT,285
ESCARPMENT,288
IBONIA,282
GITHIRIONI,156
GITHIRIONI,145
NYAMWERU,176
GITITHIA,540
GITITHIA,589
LARE,217
NYAMBARI,"1,508"
GITUAMBA,626
GITUAMBA,590
MATHORE,669
KIRENGA,850
KIRENGA,967
MUKEU,708
LARI,409
LARI SCHEME,"1,035"
RUIRU,268
ABERDARE FOREST,-
ABERDARE FOREST,-
ABERDARE FOREST,-
LIMURU,559
LIMURU,"1,287"
BIBIRIONI,"1,218"
MURENGETI,"1,014"
NGARARIGA,"1,499"
LIMURU,"1,326"
KAMIRITHU,"2,179"
LIMURU TOWN,"4,918"
THARUNI,520
RIRONI,"1,355"
GATIMU,"1,039"
KIROE,561
RIRONI,"3,345"
NDEIYA,243
NDEIYA,252
MIRITHU,124
NDERU,712
NDIUNI,238
TIEKUNU,218
THIGIO,230
KIRIRI,97
THIGIO,695
TIGONI,586
KARAMBA-INI,316
KARAMBA-INI,219
KARAMBA-INI EAST,242
KIAWAROGA,417
MABROUKIE,"1,142"
KARANJEE,"4,178"
MABROUKIE,273
NGECHA,"1,452"
KABUKU,"2,028"
NGECHA,"1,225"
THINGATI,"1,436"
TIGONI,356
ITHANJI,266
MANJIRI,"1,022"
REDHILL,191
RUIRU,"1,846"
GITHURAI,"1,756"
GIKUMARI,366
GATONGrgOORA,"1,248"
GIKUMARI,44
GITHURAI,"7,964"
KIUU,"16,663"
MWIHOKO,"2,089"
MWIKI,"43,247"
KAHAWA-SUKARI,"7,227"
KAHAWA-SUKARI,"3,096"
KAHAWA-WENDANI,"24,123"
RUIRU,"2,119"
RUIRU,"2,119"
GITOTHUA,"1,449"
MUKUYU,90
RUIRU,"8,946"
THIKA EAST,354
NGOLIBA,342
KILIMAMBOGO,387
KILIMAMBOGO,279
MAGUGUNI,518
NGOLIBA,274
GATI-IGURU,202
NGOLIBA,427
THIKA EAST,363
GATUANYAGA,328
GATUANYAGA,328
MUNYU,442
MUNYU,442
THIKA WEST,"2,689"
KARIMINU,781
KARIBARIBI,239
KARIBARIBI,239
KARIMINU,76
KARIMINU,76
NGOINGWA,"2,791"
